	committee_size	interactionAt	interactionType	participant_id	phase	politician_id	relativeInteractionAt
0	9	1566240512056	remove_from_committee	xGba4x11AgqF	phase_2	p97	1516.710000038147
1	10	1566240540489	add_to_committee	xGba4x11AgqF	phase_2	p100	1545.143000125885
