participant_id	interaction_type	app_type
531UXi27EEuE	5	5
5iOVxCAHC8yo	1	1
6XiVahmAR94D	34	34
8oiaPu0yRfxr	131	131
94ciAzx6D4Bt	8	8
NMvdaYNL49Mt	2	2
QBeuqPWNLnaC	113	113
QQx6IjEb7ps6	16	16
WmtJlhR8J1J0	35	35
XWUiQs4zpxIx	293	293
dxNzpa5cz1lD	107	107
f0eJoDsKT8si	2	2
fQgKCA4w7L0D	2	2
g2c4CLlqIc97	115	115
m8YdCZB7euiy	2	2
nY9fN95eZQaX	2	2
oxTwBvZsd5HT	34	34
q4Eycyoegu9K	82	82
xGba4x11AgqF	25	25
