	participantId	interactionType	interactionTypeCount	interactionDurationSum
65	ICIog47oVtN8	add_to_list_via_scatterplot_click	31	22241
66	ICIog47oVtN8	axes_attribute_changed	15	0
67	ICIog47oVtN8	change_attribute_distribution_results	34	0
68	ICIog47oVtN8	filter_changed	15	0
69	ICIog47oVtN8	mouseout	60	78914
70	ICIog47oVtN8	mouseout_from_list	38	22490
71	ICIog47oVtN8	mouseover	60	15110
72	ICIog47oVtN8	mouseover_from_list	56	14129
73	ICIog47oVtN8	remove_from_list_via_list_item_click	21	8414
