	participantId	interactionType	interactionTypeCount	interactionDurationSum
160	ml0S3iEwySQR	add_to_list_via_scatterplot_click	11	38318
161	ml0S3iEwySQR	axes_attribute_changed	23	0
162	ml0S3iEwySQR	change_attribute_distribution_results	12	0
163	ml0S3iEwySQR	filter_changed	32	0
164	ml0S3iEwySQR	mouseout	94	210133
165	ml0S3iEwySQR	mouseout_from_list	25	29162
166	ml0S3iEwySQR	mouseover	94	23815
167	ml0S3iEwySQR	mouseover_from_list	26	6754
168	ml0S3iEwySQR	remove_from_list_via_list_item_click	1	342
