	committee_size	interactionAt	interactionType	participant_id	phase	politician_id	relativeInteractionAt
0	9	1583772168212	remove_from_committee	ICIog47oVtN8	phase_2	p111	1121.8869998455048
1	8	1583772168729	remove_from_committee	ICIog47oVtN8	phase_2	p073	1122.404000043869
2	7	1583772169265	remove_from_committee	ICIog47oVtN8	phase_2	p075	1122.9400000572205
3	6	1583772169815	remove_from_committee	ICIog47oVtN8	phase_2	p066	1123.4900000095367
4	5	1583772170397	remove_from_committee	ICIog47oVtN8	phase_2	p106	1124.0720000267029
5	4	1583772170946	remove_from_committee	ICIog47oVtN8	phase_2	p100	1124.6210000514984
6	3	1583772172705	remove_from_committee	ICIog47oVtN8	phase_2	p080	1126.3799998760223
7	2	1583772176249	remove_from_committee	ICIog47oVtN8	phase_2	p001	1129.9240000247955
8	1	1583772177215	remove_from_committee	ICIog47oVtN8	phase_2	p134	1130.8899998664856
9	0	1583772178212	remove_from_committee	ICIog47oVtN8	phase_2	p094	1131.8869998455048
10	1	1583772220000	add_to_committee	ICIog47oVtN8	phase_2	p081	1173.6749999523163
11	2	1583772221713	add_to_committee	ICIog47oVtN8	phase_2	p073	1175.388000011444
12	3	1583772222970	add_to_committee	ICIog47oVtN8	phase_2	p066	1176.6449999809265
13	4	1583772225531	add_to_committee	ICIog47oVtN8	phase_2	p134	1179.2059998512268
14	5	1583772227110	add_to_committee	ICIog47oVtN8	phase_2	p001	1180.784999847412
15	6	1583772237968	add_to_committee	ICIog47oVtN8	phase_2	p072	1191.6429998874664
16	7	1583772239043	add_to_committee	ICIog47oVtN8	phase_2	p111	1192.7179999351501
17	8	1583772240152	add_to_committee	ICIog47oVtN8	phase_2	p045	1193.8269999027252
18	9	1583772241762	add_to_committee	ICIog47oVtN8	phase_2	p100	1195.4370000362396
19	10	1583772245470	add_to_committee	ICIog47oVtN8	phase_2	p075	1199.1449999809265
20	9	1583772255669	remove_from_committee	ICIog47oVtN8	phase_2	p081	1209.343999862671
21	8	1583772256187	remove_from_committee	ICIog47oVtN8	phase_2	p073	1209.861999988556
22	7	1583772256580	remove_from_committee	ICIog47oVtN8	phase_2	p066	1210.2549998760223
23	6	1583772256784	remove_from_committee	ICIog47oVtN8	phase_2	p134	1210.4589998722076
24	5	1583772256965	remove_from_committee	ICIog47oVtN8	phase_2	p001	1210.6399998664856
25	4	1583772257161	remove_from_committee	ICIog47oVtN8	phase_2	p072	1210.8359999656677
26	3	1583772257360	remove_from_committee	ICIog47oVtN8	phase_2	p111	1211.034999847412
27	2	1583772257532	remove_from_committee	ICIog47oVtN8	phase_2	p045	1211.2070000171661
28	1	1583772257750	remove_from_committee	ICIog47oVtN8	phase_2	p100	1211.4249999523163
29	0	1583772258001	remove_from_committee	ICIog47oVtN8	phase_2	p075	1211.675999879837
30	1	1583772265152	add_to_committee	ICIog47oVtN8	phase_2	p001	1218.8269999027252
31	2	1583772266053	add_to_committee	ICIog47oVtN8	phase_2	p134	1219.7279999256134
32	3	1583772266974	add_to_committee	ICIog47oVtN8	phase_2	p094	1220.648999929428
33	4	1583772269017	add_to_committee	ICIog47oVtN8	phase_2	p081	1222.691999912262
34	5	1583772270791	add_to_committee	ICIog47oVtN8	phase_2	p073	1224.46599984169
35	6	1583772277046	add_to_committee	ICIog47oVtN8	phase_2	p075	1230.720999956131
36	7	1583772277918	add_to_committee	ICIog47oVtN8	phase_2	p106	1231.5929999351501
37	8	1583772278688	add_to_committee	ICIog47oVtN8	phase_2	p100	1232.3629999160767
38	9	1583772279859	add_to_committee	ICIog47oVtN8	phase_2	p111	1233.5339999198914
39	10	1583772280621	add_to_committee	ICIog47oVtN8	phase_2	p072	1234.2960000038147
