	app_type	pid	phase_1	phase_2	phase_1_union_phase_2	phase_1_intersection_phase_2	phase_2_minus_phase_1	phase_1_minus_phase_2	no_of_changes	changes_in_age	changes_in_age_count	raw_age	raw_age_count	changes_in_policy_strength_increase_budget_for_medicare_coverage	changes_in_policy_strength_increase_budget_for_medicare_coverage_count	raw_policy_strength_increase_budget_for_medicare_coverage	raw_policy_strength_increase_budget_for_medicare_coverage_count	changes_in_policy_strength_legalize_medical_marijuana	changes_in_policy_strength_legalize_medical_marijuana_count	raw_policy_strength_legalize_medical_marijuana	raw_policy_strength_legalize_medical_marijuana_count	changes_in_education	changes_in_education_count	raw_education	raw_education_count	changes_in_policy_strength_budget_for_free_school_lunch_program	changes_in_policy_strength_budget_for_free_school_lunch_program_count	raw_policy_strength_budget_for_free_school_lunch_program	raw_policy_strength_budget_for_free_school_lunch_program_count	changes_in_policy_strength_increase_budget_for_veterans_affairs	changes_in_policy_strength_increase_budget_for_veterans_affairs_count	raw_policy_strength_increase_budget_for_veterans_affairs	raw_policy_strength_increase_budget_for_veterans_affairs_count	changes_in_party	changes_in_party_count	raw_party	raw_party_count	changes_in_political_experience	changes_in_political_experience_count	raw_political_experience	raw_political_experience_count	changes_in_policy_strength_ban_alcohol_sales_on_sundays	changes_in_policy_strength_ban_alcohol_sales_on_sundays_count	raw_policy_strength_ban_alcohol_sales_on_sundays	raw_policy_strength_ban_alcohol_sales_on_sundays_count	changes_in_gender	changes_in_gender_count	raw_gender	raw_gender_count	changes_in_policy_strength_ban_abortion_after_6_weeks	changes_in_policy_strength_ban_abortion_after_6_weeks_count	raw_policy_strength_ban_abortion_after_6_weeks	raw_policy_strength_ban_abortion_after_6_weeks_count	changes_in_policy_strength_increase_gun_control_legislation	changes_in_policy_strength_increase_gun_control_legislation_count	raw_policy_strength_increase_gun_control_legislation	raw_policy_strength_increase_gun_control_legislation_count	changes_in_occupation	changes_in_occupation_count	raw_occupation	raw_occupation_count	changes_in_religion	changes_in_religion_count	raw_religion	raw_religion_count
15	INTERVENTION	CjsOuAfO5NuJ	['p89', 'p92', 'p18', 'p76', 'p29', 'p17', 'p87', 'p06', 'p07', 'p08']	['p89', 'p92', 'p18', 'p76', 'p29', 'p17', 'p87', 'p06', 'p07', 'p08']	['p18', 'p29', 'p07', 'p08', 'p17', 'p76', 'p06', 'p92', 'p89', 'p87']	['p76', 'p18', 'p06', 'p92', 'p89', 'p87', 'p29', 'p07', 'p08', 'p17']	[]	[]	0	[[], []]	[{}, {}]	[[59, 63, 54, 54, 46, 65, 64, 50, 58, 57], [59, 63, 54, 54, 46, 65, 64, 50, 58, 57]]	[{59: 1, 63: 1, 54: 2, 46: 1, 65: 1, 64: 1, 50: 1, 58: 1, 57: 1}, {59: 1, 63: 1, 54: 2, 46: 1, 65: 1, 64: 1, 50: 1, 58: 1, 57: 1}]	[[], []]	[{}, {}]	[[-2, -1, -2, -2, 3, -3, -1, -1, 1, 2], [-2, -1, -2, -2, 3, -3, -1, -1, 1, 2]]	[{-2: 3, -1: 3, 3: 1, -3: 1, 1: 1, 2: 1}, {-2: 3, -1: 3, 3: 1, -3: 1, 1: 1, 2: 1}]	[[], []]	[{}, {}]	[[-2, -2, -3, -3, 2, -2, -2, -2, 1, 1], [-2, -2, -3, -3, 2, -2, -2, -2, 1, 1]]	[{-2: 5, -3: 2, 2: 1, 1: 2}, {-2: 5, -3: 2, 2: 1, 1: 2}]	[[], []]	[{}, {}]	[['Bachelor Degree', 'Law Degree', 'Medical Degree', 'Bachelor Degree', 'Law Degree', 'Master Degree', 'Bachelor Degree', 'Law Degree', 'Law Degree', 'Bachelor Degree'], ['Bachelor Degree', 'Law Degree', 'Medical Degree', 'Bachelor Degree', 'Law Degree', 'Master Degree', 'Bachelor Degree', 'Law Degree', 'Law Degree', 'Bachelor Degree']]	[{'Bachelor Degree': 4, 'Law Degree': 4, 'Medical Degree': 1, 'Master Degree': 1}, {'Bachelor Degree': 4, 'Law Degree': 4, 'Medical Degree': 1, 'Master Degree': 1}]	[[], []]	[{}, {}]	[[-3, 0, -3, -2, 2, -2, -2, -2, 3, 1], [-3, 0, -3, -2, 2, -2, -2, -2, 3, 1]]	[{-3: 2, 0: 1, -2: 4, 2: 1, 3: 1, 1: 1}, {-3: 2, 0: 1, -2: 4, 2: 1, 3: 1, 1: 1}]	[[], []]	[{}, {}]	[[-3, -1, -1, -1, 1, -2, 0, 0, 3, 2], [-3, -1, -1, -1, 1, -2, 0, 0, 3, 2]]	[{-3: 1, -1: 3, 1: 1, -2: 1, 0: 2, 3: 1, 2: 1}, {-3: 1, -1: 3, 1: 1, -2: 1, 0: 2, 3: 1, 2: 1}]	[[], []]	[{}, {}]	[['Republican', 'Republican', 'Republican', 'Republican', 'Democrat', 'Republican', 'Republican', 'Republican', 'Democrat', 'Democrat'], ['Republican', 'Republican', 'Republican', 'Republican', 'Democrat', 'Republican', 'Republican', 'Republican', 'Democrat', 'Democrat']]	[{'Republican': 7, 'Democrat': 3}, {'Republican': 7, 'Democrat': 3}]	[[], []]	[{}, {}]	[[6, 5, 9, 5, 8, 11, 15, 9, 8, 12], [6, 5, 9, 5, 8, 11, 15, 9, 8, 12]]	[{6: 1, 5: 2, 9: 2, 8: 2, 11: 1, 15: 1, 12: 1}, {6: 1, 5: 2, 9: 2, 8: 2, 11: 1, 15: 1, 12: 1}]	[[], []]	[{}, {}]	[[2, 2, 3, 2, -2, 2, 1, 2, -1, -1], [2, 2, 3, 2, -2, 2, 1, 2, -1, -1]]	[{2: 5, 3: 1, -2: 1, 1: 1, -1: 2}, {2: 5, 3: 1, -2: 1, 1: 1, -1: 2}]	[[], []]	[{}, {}]	[['Male', 'Male', 'Male', 'Male', 'Male', 'Male', 'Male', 'Male', 'Male', 'Male'], ['Male', 'Male', 'Male', 'Male', 'Male', 'Male', 'Male', 'Male', 'Male', 'Male']]	[{'Male': 10}, {'Male': 10}]	[[], []]	[{}, {}]	[[-1, -1, 1, 1, -2, 1, 1, 1, -3, -3], [-1, -1, 1, 1, -2, 1, 1, 1, -3, -3]]	[{-1: 2, 1: 5, -2: 1, -3: 2}, {-1: 2, 1: 5, -2: 1, -3: 2}]	[[], []]	[{}, {}]	[[-3, -2, -2, -1, 0, -1, -2, 0, 2, 3], [-3, -2, -2, -1, 0, -1, -2, 0, 2, 3]]	[{-3: 1, -2: 3, -1: 2, 0: 2, 2: 1, 3: 1}, {-3: 1, -2: 3, -1: 2, 0: 2, 2: 1, 3: 1}]	[[], []]	[{}, {}]	[['Business', 'Judge', 'Educator', 'Business', 'Lawyer', 'Financier', 'Military', 'Judge', 'Educator', 'Educator'], ['Business', 'Judge', 'Educator', 'Business', 'Lawyer', 'Financier', 'Military', 'Judge', 'Educator', 'Educator']]	[{'Business': 2, 'Judge': 2, 'Educator': 3, 'Lawyer': 1, 'Financier': 1, 'Military': 1}, {'Business': 2, 'Judge': 2, 'Educator': 3, 'Lawyer': 1, 'Financier': 1, 'Military': 1}]	[[], []]	[{}, {}]	[['Christian', 'Jewish', 'Christian', 'Christian', 'Christian', 'Christian', 'Christian', 'Muslim', 'Christian', 'Christian'], ['Christian', 'Jewish', 'Christian', 'Christian', 'Christian', 'Christian', 'Christian', 'Muslim', 'Christian', 'Christian']]	[{'Christian': 8, 'Jewish': 1, 'Muslim': 1}, {'Christian': 8, 'Jewish': 1, 'Muslim': 1}]
