	app_mode	app_phase	app_type	input_data	interaction_type	output_data	participant_id	processed_at	sid
0	live	phase_1	CONTROL	{'appMode': 'live', 'appType': 'CONTROL', 'appPhase': 'phase_1', 'interactionType': 'filter_changed', 'interactionDuration': 0, 'interactionAt': 1581351451189, 'participantId': '59qJeS8RPZMw', 'data': {'attribute': 'gender', 'value': 'Male', 'eventX': 42, 'eventY': 210}}	filter_changed		59qJeS8RPZMw	1581351451191	dc2996884d724b289cb2e6d8f37a524f
1	live	phase_1	CONTROL	{'appMode': 'live', 'appType': 'CONTROL', 'appPhase': 'phase_1', 'interactionType': 'filter_changed', 'interactionDuration': 0, 'interactionAt': 1581351453722, 'participantId': '59qJeS8RPZMw', 'data': {'attribute': 'gender', 'value': 'all', 'eventX': 42, 'eventY': 210}}	filter_changed		59qJeS8RPZMw	1581351453724	dc2996884d724b289cb2e6d8f37a524f
2	live	phase_1	CONTROL	{'appMode': 'live', 'appType': 'CONTROL', 'appPhase': 'phase_1', 'interactionType': 'axes_attribute_changed', 'interactionDuration': 0, 'interactionAt': 1581351474908, 'participantId': '59qJeS8RPZMw', 'data': {'axisChanged': 'y_axis', 'x': '', 'y': 'gender', 'size': 'NA', 'eventX': 333.5, 'eventY': 323}}	axes_attribute_changed		59qJeS8RPZMw	1581351474910	dc2996884d724b289cb2e6d8f37a524f
3	live	phase_1	CONTROL	{'appMode': 'live', 'appType': 'CONTROL', 'appPhase': 'phase_1', 'interactionType': 'axes_attribute_changed', 'interactionDuration': 0, 'interactionAt': 1581351510452, 'participantId': '59qJeS8RPZMw', 'data': {'axisChanged': 'x_axis', 'x': 'party', 'y': 'gender', 'size': 'NA', 'eventX': 805, 'eventY': 598.59375}}	axes_attribute_changed		59qJeS8RPZMw	1581351510454	dc2996884d724b289cb2e6d8f37a524f
4	live	phase_1	CONTROL	{'appMode': 'live', 'appType': 'CONTROL', 'appPhase': 'phase_1', 'interactionType': 'mouseover', 'interactionDuration': 254, 'interactionAt': 1581351518200, 'participantId': '59qJeS8RPZMw', 'data': {'id': 'p028', 'x': {'name': 'party', 'value': 'Democrat'}, 'y': {'name': 'gender', 'value': 'Male'}, 'eventX': 773, 'eventY': 421}}	mouseover		59qJeS8RPZMw	1581351518201	dc2996884d724b289cb2e6d8f37a524f
