	app_type	pid	phase_1	phase_2	phase_1_union_phase_2	phase_1_intersection_phase_2	phase_2_minus_phase_1	phase_1_minus_phase_2	no_of_changes
11	CONTROL	xrOu4OynQhVbO	['p094', 'p074', 'p007', 'p073', 'p065', 'p103', 'p136', 'p034', 'p012', 'p120']	['p094', 'p074', 'p007', 'p073', 'p065', 'p103', 'p012', 'p120', 'p100', 'p079']	['p120', 'p073', 'p100', 'p094', 'p012', 'p034', 'p074', 'p136', 'p007', 'p065', 'p079', 'p103']	['p120', 'p007', 'p065', 'p073', 'p103', 'p094', 'p012', 'p074']	['p079', 'p100']	['p034', 'p136']	2
