	age	appMode	appPhase	appType	education	first_name	gender	id	interactionAt	interactionType	last_name	occupation	participantId	party	policy_strength_ban_abortion_after_6_weeks	policy_strength_ban_alcohol_sales_on_sundays	policy_strength_budget_for_free_school_lunch_program	policy_strength_increase_budget_for_medicare_coverage	policy_strength_increase_budget_for_veterans_affairs	policy_strength_increase_gun_control_legislation	policy_strength_legalize_medical_marijuana	political_experience	processed_at	relativeInteractionAt	religion
0	0.0	live	phase_1	CONTROL	0.0	0.0	0.0	0.0	1566836137569	mouseout	0.0	0.0	6XiVahmAR94D	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1566836137583	149.30200004577637	0.0
1	0.0	live	phase_1	CONTROL	0.0	0.0	0.0	0.0	1566836256946	add_to_list_via_scatterplot_click	0.0	0.0	6XiVahmAR94D	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1566836256956	268.67900013923645	0.0
2	0.0	live	phase_1	CONTROL	0.0	0.0	0.0	0.0	1566836257672	mouseout	0.0	0.0	6XiVahmAR94D	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1566836257683	269.40499997138977	0.0
3	0.0	live	phase_1	CONTROL	0.0	0.0	0.0	0.0	1566836262739	mouseout	0.0	0.0	6XiVahmAR94D	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1566836262749	274.4720001220703	0.0
4	0.0	live	phase_1	CONTROL	0.0	0.0	0.0	0.0	1566836265059	mouseout	0.0	0.0	6XiVahmAR94D	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1566836265068	276.7920000553131	0.0
5	0.0	live	phase_1	CONTROL	0.0	0.0	0.0	0.0	1566836271523	add_to_list_via_scatterplot_click	0.0	0.0	6XiVahmAR94D	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1566836271536	283.25600004196167	0.0
6	0.0	live	phase_1	CONTROL	0.0	0.0	0.0	0.0	1566836271840	mouseout	0.0	0.0	6XiVahmAR94D	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1566836271852	283.57299995422363	0.0
7	0.0	live	phase_1	CONTROL	0.0	0.0	0.0	0.0	1566836275371	add_to_list_via_scatterplot_click	0.0	0.0	6XiVahmAR94D	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1566836275382	287.10400009155273	0.0
8	0.0	live	phase_1	CONTROL	0.0	0.0	0.0	0.0	1566836275523	mouseout	0.0	0.0	6XiVahmAR94D	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1566836275533	287.25600004196167	0.0
9	0.4701630172799731	live	phase_1	CONTROL	0.6364688482799079	0.4715897581666634	0.4995112414467253	0.4770854941204382	1566836279156	mouseout	0.476112644359281	0.38586402688494814	6XiVahmAR94D	0.4995112414467253	0.7350815086399866	0.7350815086399866	0.4701630172799731	0.4701630172799731	0.4701630172799731	0.20524452591995979	0.4701630172799731	0.20524452591995979	1566836279165	290.88899993896484	0.8012310359309507
