	app_mode	app_phase	app_type	input_data	interaction_type	output_data	participant_id	processed_at	sid
0	live	phase_1	CONTROL	{'appMode': 'live', 'appType': 'CONTROL', 'appPhase': 'phase_1', 'interactionType': 'filter_changed', 'interactionDuration': 0, 'interactionAt': 1581974707521, 'participantId': 'DC7GPdEXYJZz', 'data': {'attribute': 'gender', 'value': 'Female', 'eventX': 42, 'eventY': 210}}	filter_changed		DC7GPdEXYJZz	1581974707544	bcaa451b9aca4be687c4f9d32a6e4614
1	live	phase_1	CONTROL	{'appMode': 'live', 'appType': 'CONTROL', 'appPhase': 'phase_1', 'interactionType': 'axes_attribute_changed', 'interactionDuration': 0, 'interactionAt': 1581974719368, 'participantId': 'DC7GPdEXYJZz', 'data': {'axisChanged': 'y_axis', 'x': '', 'y': 'policy_strength_ban_abortion_after_6_weeks_cat', 'size': 'NA', 'eventX': 333.5, 'eventY': 313}}	axes_attribute_changed		DC7GPdEXYJZz	1581974719373	bcaa451b9aca4be687c4f9d32a6e4614
2	live	phase_1	CONTROL	{'appMode': 'live', 'appType': 'CONTROL', 'appPhase': 'phase_1', 'interactionType': 'axes_attribute_changed', 'interactionDuration': 0, 'interactionAt': 1581974721539, 'participantId': 'DC7GPdEXYJZz', 'data': {'axisChanged': 'x_axis', 'x': 'political_experience_cat', 'y': 'policy_strength_ban_abortion_after_6_weeks_cat', 'size': 'NA', 'eventX': 805, 'eventY': 578.390625}}	axes_attribute_changed		DC7GPdEXYJZz	1581974721542	bcaa451b9aca4be687c4f9d32a6e4614
3	live	phase_1	CONTROL	{'appMode': 'live', 'appType': 'CONTROL', 'appPhase': 'phase_1', 'interactionType': 'mouseover', 'interactionDuration': 253, 'interactionAt': 1581974723906, 'participantId': 'DC7GPdEXYJZz', 'data': {'id': 'p129', 'x': {'name': 'political_experience_cat', 'value': 'Low'}, 'y': {'name': 'policy_strength_ban_abortion_after_6_weeks_cat', 'value': 'In favor'}, 'eventX': 702, 'eventY': 213}}	mouseover		DC7GPdEXYJZz	1581974723910	bcaa451b9aca4be687c4f9d32a6e4614
